target,text,processed_text_str
0,"['just', 'got', 'ur', 'newsletter', 'fare', 'really', 'unbelievable', 'shame', 'already', 'booked', 'paid', 'mine']",just got ur newsletter fare really unbelievable shame already booked paid mine
0,"['missin', 'boo']",missin boo
0,['too'],too
0,"['damn', 'dont', 'chalk', 'chalkboard', 'useless']",damn dont chalk chalkboard useless
0,"['blast', 'getty', 'villa', 'but', 'hate', 'shes', 'sore', 'throat', 'day', 'just', 'getting', 'worse', 'too']",blast getty villa but hate shes sore throat day just getting worse too
0,"['hey', 'missed', 'ya', 'meeting', 'sup', 'mama']",hey missed ya meeting sup mama
0,"['tummy', 'hurt', 'wonder', 'hypnosis', 'anything', 'working', 'get', 'stop', 'smoking']",tummy hurt wonder hypnosis anything working get stop smoking
0,"['always', 'fat', 'one']",always fat one
0,"['sorry', 'babe', 'fam', 'annoys', 'too', 'thankfully', 'theyre', 'asleep', 'right', 'muahaha', 'evil', 'laugh']",sorry babe fam annoys too thankfully theyre asleep right muahaha evil laugh
0,"['should', 'paid', 'attention', 'covered', 'photoshop', 'webpage', 'design', 'class', 'undergrad']",should paid attention covered photoshop webpage design class undergrad
0,"['wednesday', 'bday', 'dont', 'know']",wednesday bday dont know
0,"['poor', 'cameron', 'hill']",poor cameron hill
0,"['pray', 'please', 'ex', 'threatening', 'start', 'sh', 'myour', 'baby', 'st', 'birthday', 'party', 'jerk', 'still', 'headache']",pray please ex threatening start sh myour baby st birthday party jerk still headache
0,"['hmm', 'really', 'enjoy', 'problem', 'too', 'constant', 'should', 'think', 'thing', 'find', 'someone', 'ulike']",hmm really enjoy problem too constant should think thing find someone ulike
0,"['strider', 'sick', 'little', 'puppy']",strider sick little puppy
0,"['ryleegracewana', 'go', 'steves', 'party', 'not', 'sadly', 'since', 'easter', 'wnt', 'b', 'able', 'much', 'but', 'ohh', 'well']",ryleegracewana go steves party not sadly since easter wnt b able much but ohh well
0,"['hey', 'actually', 'one', 'bracket', 'pool', 'too', 'bad', 'wasnt', 'one', 'money']",hey actually one bracket pool too bad wasnt one money
0,"['dont', 'follow', 'either', 'work']",dont follow either work
0,"['bad', 'nite', 'favorite', 'team', 'astros', 'spartan', 'lose', 'nite', 'tw', 'good']",bad nite favorite team astros spartan lose nite tw good
0,"['body', 'missing', 'northern', 'calif', 'girl', 'found', 'police', 'found', 'remains', 'missing', 'northern', 'california', 'girl']",body missing northern calif girl found police found remains missing northern california girl
0,"['hope', 'increase', 'capacity', 'fast', 'yesterday', 'pain', 'got', 'fail', 'whale', 'time', 'hour']",hope increase capacity fast yesterday pain got fail whale time hour
0,"['behind', 'class', 'work']",behind class work
0,"['watching', 'quothousequot']",watching quothousequot
0,"['remember', 'bum', 'leg', 'strike', 'back', 'time', 'serious']",remember bum leg strike back time serious
0,"['cool', 'kind', 'complaint', 'laptop', 'online', 'overheating', 'but', 'no', 'recall']",cool kind complaint laptop online overheating but no recall
0,"['emily', 'glad', 'mommy', 'done', 'training', 'new', 'job', 'miss']",emily glad mommy done training new job miss
0,"['would', 'rather', 'first', 'party', 'send', 'bad', 'message', 'rd', 'party', 'send', 'mixed', 'one', 'sophmore', 'year']",would rather first party send bad message rd party send mixed one sophmore year
0,['overrated'],overrated
0,"['know', 'heard', 'afternoon', 'wondered', 'thing', 'moscow', 'behind', 'time']",know heard afternoon wondered thing moscow behind time
0,"['laying', 'bed', 'no', 'voice']",laying bed no voice
0,"['sooo', 'sad', 'killed', 'kutner', 'house', 'whyyyyyyyy']",sooo sad killed kutner house whyyyyyyyy
0,"['sorry', 'tell', 'mea', 'culpa', 'really', 'sorry']",sorry tell mea culpa really sorry
0,"['didnt', 'make', 'sense', 'suicide', 'thing', 'refuse', 'believe', 'actually', 'happened']",didnt make sense suicide thing refuse believe actually happened
0,"['hope', 'ok']",hope ok
0,"['damn', 'grind', 'inspirational', 'saddening', 'time', 'dont', 'want', 'stop', 'cuz', 'like', 'much', 'love']",damn grind inspirational saddening time dont want stop cuz like much love
0,"['yeah', 'aw', 'but', 'know', 'wudnt', 'stand', 'chance']",yeah aw but know wudnt stand chance
0,"['ugh', 'cant', 'sleep']",ugh cant sleep
0,"['hanging', 'crooner', 'wan', 'na', 'sing', 'cant', 'suck']",hanging crooner wan na sing cant suck
0,"['aaw', 'miss', 'ya', 'too', 'leaving', 'bh', 'tomorrow', 'quotmorningquot', 'think', 'aww', 'wan', 'na', 'go', 'beach', 'w', 'girl']",aaw miss ya too leaving bh tomorrow quotmorningquot think aww wan na go beach w girl
0,"['pissed', 'there', 'no', 'asbas', 'radio', 'station']",pissed there no asbas radio station
0,"['wednesday', 'bday', 'n', 'dont', 'know']",wednesday bday n dont know
0,"['know', 'life', 'flipped', 'upside', 'just', 'thought', 'head', 'ramen', 'sound', 'good']",know life flipped upside just thought head ramen sound good
0,"['pain', 'back', 'side', 'hurt', 'not', 'mention', 'cry', 'made', 'fail']",pain back side hurt not mention cry made fail
0,"['late', 'night', 'snack', 'glass', 'oj', 'bc', 'quotdown', 'sicknessquot', 'back', 'sleepugh', 'hate', 'getting', 'sick']",late night snack glass oj bc quotdown sicknessquot back sleepugh hate getting sick
0,"['but', 'but', 'but', 'not', 'big', 'fan', 'camilla', 'belle']",but but but not big fan camilla belle
0,"['wah', 'cant', 'see', 'clip', 'must', 'elstupido', 'work', 'filter', 'cant', 'wait', 'till', 'get', 'puter', 'something', 'else', 'blame', 'ex', 'broke', 'mine']",wah cant see clip must elstupido work filter cant wait till get puter something else blame ex broke mine
0,"['week', 'just', 'seems', 'get', 'longer', 'longer', 'term', 'much', 'need', 'much', 'actually', 'going', 'get', 'done']",week just seems get longer longer term much need much actually going get done
0,['cold'],cold
0,"['ehhh', 'dont', 'weather', 'gon', 'na', 'take', 'turn', 'ugly', 'tomorrow']",ehhh dont weather gon na take turn ugly tomorrow
0,"['haha', 'cooooold', 'no', 'but', 'should', 'still', 'go', 'show', 'incredible', 'stuff']",haha cooooold no but should still go show incredible stuff
0,"['hoping', 'tummy', 'rumble', 'go', 'away', 'soon']",hoping tummy rumble go away soon
0,"['no', 'no', 'notice', 'told', 'id', 'working', 'tomorrow', 'called', 'agency', 'follow', 'said']",no no notice told id working tomorrow called agency follow said
0,"['almost', 'bedtime']",almost bedtime
0,"['missing', 'babe', 'but', 'long', 'alive', 'happy', 'ya', 'tired', 'love', 'imma', 'try', 'sleep', 'hopefully', 'headstart']",missing babe but long alive happy ya tired love imma try sleep hopefully headstart
0,['aghsnow'],aghsnow
0,"['miss', 'kenny', 'power']",miss kenny power
0,"['thank', 'letting', 'people', 'know', 'but', 'sad', 'direct', 'message', 'got', 'wasnt', 'actually', 'bridget']",thank letting people know but sad direct message got wasnt actually bridget
0,"['india', 'missed', 'th', 'test', 'victory', 'n', 'th', 'consecutive', 'win', 'without', 'loss']",india missed th test victory n th consecutive win without loss
0,"['guess', 'thats', 'no']",guess thats no
0,"['sadly', 'going', 'bed']",sadly going bed
0,"['shame', 'hear', 'stephan']",shame hear stephan
0,"['hey', 'leavin', 'morning']",hey leavin morning
0,"['intending', 'finish', 'editing', 'page', 'novel', 'manuscript', 'tonight', 'but', 'probably', 'not', 'happen', 'only', 'page', 'left']",intending finish editing page novel manuscript tonight but probably not happen only page left
0,"['laid', 'around', 'too', 'much', 'today', 'head', 'hurt']",laid around too much today head hurt
0,"['still', 'havent', 'read', 'thampth', 'princess', 'diary', 'saving', 'francesca', 'made', 'cry', 'end', 'hmm', 'easy', 'book']",still havent read thampth princess diary saving francesca made cry end hmm easy book
0,"['nokia', 'died']",nokia died
0,"['mom', 'might', 'breast', 'cancer', 'wont', 'find', 'anything', 'like', 'week', 'worried']",mom might breast cancer wont find anything like week worried
0,"['going', 'sleep', 'hoping', 'tomorrow', 'better', 'day']",going sleep hoping tomorrow better day
0,"['lol', 'wish', 'understood', 'daylight', 'saving', 'ended', 'though', 'breakfast', 'hour', 'later', 'keep', 'waking', 'kid', 'too']",lol wish understood daylight saving ended though breakfast hour later keep waking kid too
0,['lame'],lame
0,"['dont', 'understand', 'really', 'dont']",dont understand really dont
0,"['hero', 'just', 'isnt', 'season']",hero just isnt season
0,"['living', 'not', 'downtown', 'sure', 'isnt', 'much', 'fun']",living not downtown sure isnt much fun
0,"['not', 'calorie', 'wise', 'wish', 'junk', 'food', 'calorie', 'free', 'ate', 'thing', 'sour', 'skittle', 'big', 'as', 'cherry', 'coke']",not calorie wise wish junk food calorie free ate thing sour skittle big as cherry coke
0,"['man', 'work', 'hard']",man work hard
0,"['getting', 'sick', 'time', 'hot', 'tea', 'studying', 'sleeeep']",getting sick time hot tea studying sleeeep
0,"['getting', 'eyebrow', 'waxed', 'pain']",getting eyebrow waxed pain
0,"['no', 'phantasy', 'star', 'yesterday', 'going', 'work']",no phantasy star yesterday going work
0,"['oh', 'just', 'got', 'macheist', 'apps', 'sweet', 'didnt', 'get', 'espresso', 'serial', 'no', 'though', 'although', 'said', 'sent', 'oh', 'well']",oh just got macheist apps sweet didnt get espresso serial no though although said sent oh well
0,"['picked', 'mich', 'st', 'win', 'get', 'go', 'feeling', 'pretty', 'good', 'pick', 'way', 'untiltonight', 'lost', 'too']",picked mich st win get go feeling pretty good pick way untiltonight lost too
0,"['alone', 'downstairsworking']",alone downstairsworking
0,"['feel', 'bad']",feel bad
0,"['just', 'hate', 'anoop', 'mean', 'seriously', 'shes', 'kinda', 'mean']",just hate anoop mean seriously shes kinda mean
0,"['yes', 'sprint', 'g', 'only', 'baltimore', 'chicago', 'far']",yes sprint g only baltimore chicago far
0,"['stuck', 'awake', 'middle', 'night', 'second', 'day', 'row', 'felt', 'terrible', 'yesterday']",stuck awake middle night second day row felt terrible yesterday
0,"['thanks', 'bursting', 'bubble']",thanks bursting bubble
0,"['going', 'school', 'soon', 'cant', 'find', 'anything', 'wear', 'gosh', 'hard']",going school soon cant find anything wear gosh hard
0,"['serious', 'lol']",serious lol
0,"['page', 'sooooo', 'long', 'got', 'deleted', 'sad', 'day', 'history']",page sooooo long got deleted sad day history
0,"['crazy', 'wind', 'today', 'no', 'birding']",crazy wind today no birding
0,"['currently', 'work']",currently work
0,"['grrr', 'ipod', 'acting', 'weird', 'too', 'jai', 'ho', 'thinking', 'arent', 'playing', 'full', 'song', 'ughh']",grrr ipod acting weird too jai ho thinking arent playing full song ughh
0,"['send', 'dvd', 'co', 'missed', 'heap', 'not', 'happy']",send dvd co missed heap not happy
0,"['dont', 'see', 'big', 'deal', 'website']",dont see big deal website
0,"['sorry', 'youre', 'go']",sorry youre go
0,"['far', 'too', 'way', 'rail', 'tip']",far too way rail tip
0,"['not', 'still', 'swear', 'keep', 'losing', 'gaining', 'losing', 'gaining', 'tweeps', 'heart', 'wrenching']",not still swear keep losing gaining losing gaining tweeps heart wrenching
0,"['today', 'realized', 'too', 'good', 'hiding', 'thing', 'even', 'cant', 'find']",today realized too good hiding thing even cant find
0,"['staying', 'friend', 'househouse', 'sitting', 'neighbor', 'loudhaving', 'party']",staying friend househouse sitting neighbor loudhaving party
0,"['danny', 'upset', 'wasnt', 'watch', 'live', 'chat', 'car', 'hour', 'trip', 'soooo', 'upset']",danny upset wasnt watch live chat car hour trip soooo upset
0,"['check', 'mug']",check mug
0,"['border', 'closed']",border closed
0,"['downloading', 'nins', 'new', 'album', 'quotthe', 'slipquot', 'hell', 'come', 'behind', 'time', 'day']",downloading nins new album quotthe slipquot hell come behind time day
0,"['just', 'woke', 'already', 'written', 'email', 'ive', 'go', 'early', 'university', 'today', 'teach']",just woke already written email ive go early university today teach
0,"['watching', 'hill', 'making', 'sad']",watching hill making sad
0,"['many', 'channel', 'yet', 'boring', 'lazy', 'day', 'may', 'find', 'hobby']",many channel yet boring lazy day may find hobby
0,"['miss', 'buddy', 'ill', 'ny', 'th']",miss buddy ill ny th
0,"['love', 'french', 'tell', 'people', 'south', 'qtr', 'french', 'snarl', 'french', 'beautiful', 'people']",love french tell people south qtr french snarl french beautiful people
0,"['opps', 'said', 'still', 'got', 'one', 'day', 'remain', 'problem', 'come']",opps said still got one day remain problem come
0,"['activated', 'selfcontrol', 'block', 'early', 'meaning', 'cant', 'check', 'new', 'qc', 'regularizing', 'internal', 'clock', 'might', 'difficult']",activated selfcontrol block early meaning cant check new qc regularizing internal clock might difficult
0,"['oh', 'no']",oh no
0,"['spencer', 'not', 'good', 'guy']",spencer not good guy
0,"['reese', 'dying', 'season', 'finale', 'next', 'week', 'boring', 'madame', 'president', 'crazy', 'woman']",reese dying season finale next week boring madame president crazy woman
0,"['hate', 'limited', 'letterstoohope', 'guy', 'finei', 'pray', 'dogsheï½s', 'not', 'well']",hate limited letterstoohope guy finei pray dogsheï½s not well
0,"['didnt', 'get', 'shit', 'done', 'today', 'screwed']",didnt get shit done today screwed
0,"['wanttss', 'go']",wanttss go
0,"['not', 'going', 'sleep', 'tonite']",not going sleep tonite
0,"['too', 'worried', 'tired', 'post', 'tonight']",too worried tired post tonight
0,"['couldnt', 'get', 'shit', 'done', 'today', 'screwed']",couldnt get shit done today screwed
0,"['job', 'interview', 'cardiff', 'today', 'wish', 'luck', 'got', 'hour', 'sleep']",job interview cardiff today wish luck got hour sleep
0,"['show', 'whack', 'way', 'worse', 'whack', 'wiggetywhack']",show whack way worse whack wiggetywhack
0,"['really', 'dont', 'think', 'people', 'choose', 'way', 'but', 'think', 'chose', 'not', 'accept', 'family', 'help', 'might', 'dead']",really dont think people choose way but think chose not accept family help might dead
0,"['youre', 'going', 'kill', 'but', 'ive', 'not', 'seen', 'd', 'ive', 'waiting', 'till', 'one', 'solid', 'week', 'sitting']",youre going kill but ive not seen d ive waiting till one solid week sitting
0,"['think', 'ur', 'right', 'hahaha', 'hr']",think ur right hahaha hr
0,"['hate', 'see', 'spartan', 'sad']",hate see spartan sad
0,"['mind', 'body', 'severely', 'protesting', 'quotgetting', 'upquot', 'thing', 'nightmare', 'boot']",mind body severely protesting quotgetting upquot thing nightmare boot
0,"['goin', 'follow', 'since', 'didnt', 'lol', 'go', 'angel']",goin follow since didnt lol go angel
0,[],
0,"['think', 'want', 'read', 'book', 'but', 'library', 'doesnt']",think want read book but library doesnt
0,"['nap', 'interrupted', 'many', 'time', 'today', 'going', 'japanese', 'rent']",nap interrupted many time today going japanese rent
